eval_id,interface,cal_diff,cal_ath,cal_gb_saturation,cal_hbs,rod_46,rod_0,rod_1,rod_49,rod_50,rod_51,rod_12,rod_119,rod_120,rod_121,rod_123,rod_125,rod_126,rod_9,rod_28,rod_54,rod_55,rod_56,rod_62,rod_73,rod_94,rod_42,rod_69,rod_24,rod_30,rod_63,rod_64,rod_65,rod_66,rod_67,rod_68,rod_70,rod_71,rod_72,rod_74,rod_75,rod_76,rod_77,rod_78,rod_79,rod_80,rod_81,rod_82,rod_84,rod_85,rod_86,rod_87,rod_88,rod_89,rod_90,rod_91,rod_92,rod_93,rod_17,rod_95,rod_97,rod_98,rod_99,rod_100,rod_101,rod_102,rod_104,rod_105,rod_106,rod_107,rod_108,rod_109,rod_116,rod_117,rod_124,rod_128,rod_129,rod_130,rod_133,rod_132,rod_136,rod_113,rod_112,rod_114,rod_137,rod_21,rod_138,rod_7,rod_111,rod_122,rod_8,rod_27,rod_29,rod_103,rod_110,rod_33,rod_36,rod_39,rod_40,rod_41,rod_57,rod_35,rod_43,rod_31,rod_44,rod_4,rod_14,rod_20,rod_16,rod_37,rod_19,rod_134,rod_6,rod_135,rod_45,rod_2,rod_34,rod_23,rod_83,rod_13,rod_52,rod_48,rod_118,rod_60,rod_47,rod_131,rod_58,rod_3,rod_15,rod_53,rod_22,rod_115,rod_59,rod_18,rod_5,rod_25,rod_26,rod_10,rod_38,rod_11,rod_61,rod_32,rod_96,rod_127
60,NO_ID,22.89112348,5.378859932,0.5845594382,1.129491332,0.01124789,0.01023307,0.01014087,0.01762656,0.01726464,0.01148479,0.01393625,0.01574833,0.01573742,0.01576289,0.01550919,0.01526664,0.01499633,0.01845213,0.0189318,0.01557801,0.01544787,0.01508363,0.01829853,0.01906373,0.02401246,0.01536103,0.01551782,0.01452919,0.0119793,0.01562538,0.02235779,0.03057437,0.02262513,0.02234481,0.02183111,0.02430048,0.02341945,0.02322935,0.02387643,0.03190098,0.04436889,0.01982229,0.02239643,0.02441734,0.01871419,0.01811974,0.02586318,0.01572487,0.02305222,0.02272835,0.02423352,0.02254113,0.006030852,0.01686494,0.0120454,0.02215233,0.02948543,0.31455229999999995,0.014810399999999998,0.02276832,0.03332728,0.021977200000000002,0.02206573,0.02223539,0.02217962,0.02323475,0.02356783,0.02383411,0.02211011,0.0238863,0.02229879,0.25071509999999997,0.3471239,0.2705407,0.31895290000000004,0.2545306,0.1475838,0.12706320000000002,0.11955910000000002,0.09573992,0.18863429999999998,0.01294469,0.0159232,0.49711980000000006,0.3625353,0.50332,0.07414239,0.08895323,0.08653693,0.05523852,0.12232029999999999,0.21100460000000001,0.02272892,0.02233051,0.04031038,0.03103132,0.02509304,0.02312684,0.02451185,0.02279373,0.01800118,0.08698322,0.01211629,0.01803511,0.02015881,0.1592719,0.29426379999999996,0.1457797,0.09381444,0.19253199999999998,0.1368556,0.1638613,0.1336589,0.01757542,0.26540159999999996,0.02540759,0.02734261,0.01143978,0.01805014,0.01901407,0.0179345,0.018131599999999998,0.008436839,0.01789707,0.09475039999999998,0.01099342,0.1196306,0.07204583,0.08997585,0.04078566,0.02334126,0.02375019,0.1481511,0.3942579,0.221415,0.3015242,0.02557743,0.1102596,0.03784949,0.008587332,0.01215875,0.00948415,0.09642324
61,NO_ID,13.04980509,1.702872995,0.20074930829999998,1.0142779690000001,0.003560568,0.005401248000000001,0.0057100169999999995,0.00558009,0.005465694,0.003635532,0.004412002,0.004986150999999999,0.004981966,0.004990284,0.004910335,0.004832881,0.004747749,0.0058413219999999995,0.006042523,0.004943277,0.0048897920000000004,0.004775335,0.006848375,0.008095555,0.04143045,0.004862943,0.004912611,0.007385431,0.003792967,0.007523315,0.028866700000000002,0.06084111,0.03307093,0.01278937,0.01236274,0.02728344,0.03920762,0.02453372,0.04307268,0.06394017,0.08374768,0.009544045,0.0296423,0.04543602,0.007756668,0.006431273,0.03438046,0.007650564,0.03543951,0.02757563,0.04328255,0.0318987,0.001909382,0.009959568,0.005989179,0.0249741,0.056014699999999994,0.33473959999999997,0.0062013419999999994,0.03264156,0.06832186,0.02321224,0.024680700000000003,0.02757623,0.02592518,0.03920413,0.04186802,0.04083549,0.02444996,0.04259098,0.02788169,0.3362718,0.5385807,0.37050140000000004,0.4808274,0.3293894,0.24627280000000001,0.1944766,0.1934921,0.1589475,0.18197270000000001,0.004098167,0.005040928,0.6150836,0.36619250000000003,0.62726,0.08271699,0.1664827,0.1559828,0.05134404,0.15543270000000003,0.20397720000000003,0.02965279,0.02405668,0.08168638,0.06984209,0.05749874,0.03561339,0.05399681,0.03273867,0.006705713,0.1336977,0.0038355140000000004,0.005709837,0.04724036,0.21710079999999998,0.28659470000000004,0.1868263,0.12395969999999999,0.22420279999999998,0.1969088,0.206233,0.20586910000000003,0.005563841,0.372844,0.05842225,0.02746432,0.0036216340000000003,0.005714070999999999,0.006086851,0.005677562,0.005740031,0.002671127,0.005665734,0.17792220000000003,0.0034803570000000003,0.15299520000000003,0.1128887,0.16587620000000003,0.04533742,0.0424847,0.04833703,0.18741529999999998,0.3949999,0.2506482,0.32290100000000005,0.02545472,0.1398883,0.04378451,0.0027191859999999997,0.003849548,0.00408944,0.1932534
62,NO_ID,29.35341531,9.500186614,1.722268619,1.057738991,0.01986686,0.01803552,0.01778414,0.031132999999999997,0.03049332,0.02028515,0.02461535,0.02781537,0.02779607,0.02784037,0.02739355,0.02696669,0.026488599999999998,0.03259059,0.03343901,0.02751443,0.02728456,0.02664062,0.03225248,0.03330399,0.040369800000000004,0.02713134,0.02740787,0.02556853,0.02115745,0.02696635,0.0393701,0.04197954,0.03973754,0.03485582,0.03437367,0.03890358,0.04025599,0.02235547,0.04055175,0.04212869,0.04637857,0.03377594,0.039410400000000005,0.04075668,0.03285058,0.0320041,0.03940419,0.02732666,0.03992261,0.03916082,0.04054275,0.03960868,0.01065184,0.02732079,0.02005202,0.03898234,0.04138354,0.226798,0.02577473,0.03956133,0.04286095,0.038807,0.03895374,0.03920751,0.03909091,0.04024851,0.04044821,0.04028952,0.038954,0.04048236,0.03925725,0.14532579999999998,0.20521140000000002,0.150275,0.1828819,0.10846230000000001,0.05947154,0.05431908,0.04935586,0.04588881,0.1455756,0.02286366,0.02812376,0.2626436,0.3296638,0.2807889,0.03471202,0.05787112,0.05602327,0.0425546,0.1051142,0.16616229999999999,0.040145099999999996,0.03933259,0.04500328,0.04424573,0.04278846,0.04045355,0.04243307,0.04025932,0.03179429,0.06076818,0.02140012,0.03185478,0.02099484,0.06936561,0.2655247,0.08581581,0.08528457,0.1241733,0.06775948,0.10379139999999999,0.06011081,0.03104196,0.1049884,0.04271065,0.02690195,0.02020541,0.0318793,0.03358294,0.03167685,0.03202454,0.01490119,0.03161117,0.04254129,0.01941741,0.10252089999999998,0.0494987,0.05660798,0.02858178,0.04115182,0.04180878,0.08311871,0.3542761,0.13463599999999998,0.2001375,0.02690187,0.09612695,0.02746361,0.01516709,0.02147521,0.01675109,0.06006990000000001
63,NO_ID,33.13710779,8.713644498999999,1.109873452,1.183064665,0.01822202,0.01654194,0.01631173,0.02855546,0.02796845,0.01860562,0.02257731,0.02551226,0.02549427,0.02553594,0.02512573,0.02473343,0.02429548,0.02989233,0.03067043,0.0252363,0.02502492,0.02443489,0.02958203,0.03054574,0.03709513,0.02488514,0.02513897,0.02345127,0.01940619,0.02473396,0.03611103,0.04067726,0.03644739,0.03255894,0.03202358,0.0360283,0.03693484,0.02339014,0.03723422,0.04138593,0.04817713,0.03100092,0.03614711,0.03748962,0.03013042,0.02935481,0.03711374,0.02506395,0.03661842,0.0359279,0.03726858,0.03632959,0.009769802,0.02516076,0.0184215,0.03575527,0.03996534,0.2784462,0.02364067,0.036286,0.042447399999999996,0.03559364,0.03572829,0.03596163,0.03585456,0.03692653,0.03710845,0.03697171,0.03572838,0.03715156,0.03600676,0.1977125,0.26489309999999994,0.1937848,0.25243000000000004,0.17113589999999998,0.08288258,0.07490402,0.07304297,0.06667046,0.1773897,0.02097049,0.02579557,0.3394969,0.3534071,0.35418249999999996,0.05507809,0.06968784,0.06642424,0.05269258,0.1051626,0.20302,0.03682122,0.03607593,0.04323115,0.04061993,0.03924567,0.03710468,0.03891988,0.03692574,0.02916204,0.0746153,0.01962846,0.02921758,0.01953704,0.11765230000000002,0.2908413,0.12287269999999999,0.08228905,0.15579079999999998,0.08807317,0.1297085,0.07980315,0.02847143,0.1753011,0.03917425,0.02865036,0.01853247,0.029239799999999996,0.03080225,0.02905412,0.02937324,0.01366745,0.02899401,0.06438676,0.01780944,0.1026891,0.05840559,0.06862719,0.03630983,0.03774475,0.03834734,0.1229751,0.37953990000000004,0.17883239999999997,0.2580105,0.02742781,0.09846528,0.03447948,0.01391106,0.01969701,0.015364,0.07604230000000001
64,NO_ID,2.014588765,8.95519494,0.5466047918,1.01121403,0.018726800000000002,0.01700098,0.01676395,0.02934711,0.02874377,0.01912158,0.02320272,0.02622003,0.02620072,0.02624345,0.02582214,0.02541842,0.02496918,0.03072068,0.03152028,0.02593576,0.02571854,0.02511219,0.03040197,0.03139246,0.05529026,0.02557504,0.02583504,0.02410115,0.01994376,0.02541934,0.04668416,0.06901986,0.04958438,0.03286495,0.03240045,0.04189769,0.05410825,0.02157574,0.05730413,0.07066886,0.08370911,0.03183845,0.04708122,0.05910752,0.03096613,0.03016828,0.04638866,0.02575918,0.05102865,0.04468552,0.05701678,0.04879498,0.01004073,0.02575368,0.0189018,0.04343754,0.06411858,0.2841863,0.02429622,0.04874367,0.07423292,0.04242199,0.04374491,0.04589075,0.04461849,0.0542774,0.05643429,0.054986099999999996,0.04334403,0.05681822,0.04589687,0.21496089999999998,0.2994418,0.24149009999999999,0.2934132,0.2112835,0.12425610000000001,0.09989223,0.10629160000000001,0.08103298,0.1177933,0.02155222,0.02651027,0.40891500000000003,0.3199953,0.43930290000000005,0.03867196,0.0785441,0.07537498,0.04246197,0.13036589999999998,0.13120479999999998,0.04626831,0.0389731,0.08579521,0.08040401,0.06894274,0.04874878,0.06596658,0.04935442,0.02997042,0.09921319,0.02017228,0.03002723,0.02083109,0.146404,0.23038150000000002,0.1012544,0.115577,0.1355171,0.09493805,0.09280777,0.1169671,0.02926139,0.23111199999999998,0.07052997,0.0271001,0.01904633,0.03005053,0.03165585,0.02985966,0.03018761,0.01404642,0.02979722,0.06696988,0.01830312,0.1288463,0.06082468,0.08084754,0.03412576,0.05699183,0.06278203,0.1065924,0.3439025,0.17158729999999997,0.25935389999999997,0.02642922,0.12158530000000001,0.03222256,0.01429682,0.02024329,0.0157902,0.09274072
65,NO_ID,27.31466577,2.782061374,0.9938115504,1.026305859,0.005817625999999999,0.005281539,0.0052078590000000004,0.009116849,0.008929191,0.005940015999999999,0.007208177,0.008145488000000001,0.008139747,0.00815239,0.008021597,0.007895905,0.007756538,0.009544096,0.009792122,0.008057382,0.007989775,0.007801305,0.009444638,0.009752353,0.016576,0.007944807,0.008025889,0.007487572,0.006195471,0.00789664,0.01303001,0.02925917,0.01365705,0.01075163,0.01050856,0.01240996,0.01572444,0.009503612,0.01816759,0.03140035,0.04917621,0.009911126,0.01310189,0.01952942,0.00961969,0.009372212,0.01376541,0.008001984,0.01436954,0.01269975,0.01795376,0.0134614,0.0031189779999999997,0.008094113,0.0059059690000000005,0.01243491,0.02477186,0.2686509,0.007547514,0.01343756,0.03562462,0.01227108,0.01247496,0.01289909,0.01267925,0.01599381,0.01765412,0.01667876,0.01241931,0.017961900000000003,0.01288889,0.2016598,0.2705425,0.2032896,0.2589878,0.178561,0.08482919,0.07402058,0.07263526,0.0652224,0.158216,0.006695691,0.008235728000000001,0.3587824,0.338937,0.37485749999999995,0.047113,0.04402523,0.04120554,0.03303161,0.1244249,0.1853569,0.01175613,0.01151781,0.04333354,0.03565691,0.02461336,0.01184665,0.02192619,0.01178938,0.009310605,0.07161985,0.006266619,0.009327764,0.0066245240000000006,0.11491459999999999,0.27156929999999996,0.112035,0.09533603,0.1426637,0.08594752,0.1145504,0.07866089999999999,0.009090209,0.18765710000000002,0.02731411,0.01259781,0.005916768,0.009335789,0.009834621,0.009276159,0.00937794,0.004363577,0.009256668000000001,0.06489173,0.0056857,0.12186720000000001,0.03107588,0.04416024,0.02029958,0.01537885,0.02031814,0.11344669999999998,0.3632532,0.16651300000000002,0.2486596,0.01117851,0.11161589999999999,0.0189093,0.004441843,0.006288564,0.004905292,0.05120681
66,NO_ID,27.99281909,5.784622995,1.195102111,1.065685908,0.01209671,0.01098149,0.01082869,0.0189564,0.01856731,0.01235129,0.01498765,0.0169364,0.01692471,0.01695202,0.01667941,0.016418400000000003,0.01612765,0.01984416,0.02036006,0.016753900000000002,0.01661312,0.0162212,0.01963824,0.02027779,0.02458231,0.016519799999999998,0.01668846,0.01556814,0.01288264,0.01641925,0.0239719,0.02809814,0.02419622,0.0213535,0.02103423,0.02375913,0.02451175,0.01530375,0.02486324,0.0287447,0.04066988,0.0205654,0.02399682,0.02516859,0.02000233,0.01948681,0.024210299999999997,0.01663864,0.02430969,0.02384606,0.02476607,0.02411718,0.006485853000000001,0.0166387,0.01220971,0.02373682,0.02691825,0.2589355,0.01569364,0.02408785,0.03042859,0.02362787,0.02371725,0.02387308,0.02380184,0.02450712,0.02469132,0.02453195,0.02371811,0.02473078,0.02390318,0.1843675,0.2513165,0.18545999999999999,0.2371294,0.1564806,0.07548514,0.06838941,0.06648712,0.06041198,0.15697779999999997,0.01392143,0.01712411,0.3130093,0.33942690000000003,0.32966209999999996,0.04192527,0.04847718,0.04692703,0.03775633,0.1135015,0.18281370000000002,0.02444404,0.02394907,0.03483015,0.02926841,0.02605304,0.02463219,0.02583709,0.02451325,0.01935918,0.05559502,0.0130305,0.01939571,0.01285081,0.1025741,0.2738837,0.10663450000000001,0.0859303,0.136292,0.08085439,0.11437839999999999,0.07385021,0.01890085,0.15955450000000002,0.02600622,0.01815471,0.01230292,0.01941217,0.02044797,0.01928724,0.01949883,0.009073125999999999,0.01924698,0.05932367,0.01182289,0.1109086,0.04132207,0.04794915,0.02516348,0.02505687,0.02545752,0.1063653,0.36220050000000004,0.15763310000000003,0.2370098,0.01753993,0.10185810000000001,0.023384799999999997,0.00923488,0.01307609,0.01019956,0.05305445
67,NO_ID,16.87723671,0.2113453062,1.4625037269999999,1.139698635,0.00044173910000000005,0.00040148129999999997,0.00039584900000000004,0.0006926416999999999,0.0006784814999999999,0.0004512057,0.0005474992,0.0006189488,0.0006181915,0.0006192245,0.0006092071,0.0005997207,0.0005890738,0.0007253357,0.0007434081,0.0006121105000000001,0.0006065916000000001,0.0005923529,0.0007171463000000001,0.000740862,0.0008979811,0.0006033411,0.0006097708,0.0005689159999999999,0.00047086910000000004,0.0005995207,0.0008756947999999999,0.0009569938,0.0008843091,0.0007755,0.0007647485,0.000865195,0.0008951709,0.0006196089,0.0009016657000000001,0.0009489329,0.0016069889999999999,0.0007514822,0.0008765734,0.0009069152000000001,0.0007311066999999999,0.0007120410000000001,0.0008764389,0.0006079343,0.0008884072999999999,0.0008711203999999999,0.0009021697,0.0008813416,0.0002367912,0.0006077528,0.000445839,0.0008668874,0.0009193128999999999,0.2113538,0.0005733022,0.0008806444,0.0009863781,0.0008633063000000001,0.0008671241000000001,0.0008722457,0.000869537,0.0008953188,0.0008997449,0.0008962097,0.0008666317,0.0009006839,0.0008730306,0.1504541,0.21506,0.16052879999999997,0.1965299,0.11631169999999999,0.05744155,0.05126285,0.04967542,0.04430546,0.10967539999999999,0.0005087091,0.0006256232,0.26422249999999997,0.3057525,0.28456750000000003,0.01783382,0.01152018,0.01060006,0.009699336,0.04424838,0.13188670000000002,0.0008925811,0.0008751337,0.0010055069999999999,0.0009844222,0.0009519272,0.0009002547,0.0009444622,0.0008958083,0.0007075625,0.01163114,0.00047578949999999996,0.0007084478,0.0004670468,0.06410193,0.22949829999999996,0.06616546,0.02794068,0.09685643,0.06305064,0.07583591,0.05864716,0.000690194,0.1209518,0.0009500981,0.0006025633,0.00044931839999999996,0.0007094396000000001,0.0007470922,0.000704805,0.0007121658999999999,0.0003315113,0.0007035613,0.04469604,0.00043210940000000005,0.04204788,0.0053725380000000005,0.0116786,0.002545773,0.0009155217999999999,0.0009303057000000001,0.06533079,0.32838429999999996,0.10927390000000001,0.18340920000000002,0.0006072994,0.03625453,0.0019446829999999998,0.0003374417,0.0004776834,0.00037261099999999996,0.01409217
68,NO_ID,7.253266554,5.9484848239999994,1.9170225230000002,1.061600532,0.01243937,0.01129247,0.01113542,0.01949365,0.01909337,0.01270115,0.01541223,0.01741644,0.0174039,0.01743197,0.01715217,0.01688348,0.01658485,0.02040635,0.02093723,0.01722801,0.0170831,0.01668118,0.02019402,0.02085213,0.025277900000000002,0.01698789,0.01716113,0.01600937,0.01324747,0.01688462,0.02465102,0.026225,0.024881,0.02182452,0.02152115,0.02435422,0.02520652,0.013901499999999999,0.02539103,0.02631124,0.02789749,0.02114843,0.02467605,0.02552034,0.020569,0.02003884,0.02467374,0.01710958,0.02499807,0.02452135,0.02538594,0.02480063,0.006669424,0.01710596,0.01255559,0.02440978,0.02587938,0.1861872,0.01613801,0.02477006,0.02659103,0.02429762,0.02438904,0.02454923,0.02447571,0.02520155,0.02532588,0.02522716,0.0243907,0.02534699,0.02458063,0.1130848,0.16884549999999998,0.12589160000000002,0.1452001,0.08780508,0.04657546,0.04397297,0.03671727,0.03517209,0.10054930000000001,0.01431577,0.01760977,0.22807510000000003,0.2916568,0.24738649999999998,0.01584897,0.03103524,0.03023278,0.02314315,0.05956947,0.1054233,0.02513683,0.02462776,0.02816741,0.02770377,0.02679174,0.02532944,0.02656942,0.02520766,0.01990762,0.03072843,0.01339949,0.01994522,0.01314519,0.04695626,0.20575320000000002,0.04646667,0.05350706,0.08411659,0.05237663,0.05466808,0.04871725,0.01943621,0.08627369,0.02674253,0.01684414,0.0126509,0.01996143,0.02102758,0.01983374,0.02005123,0.009330046,0.01979261,0.028000099999999997,0.012157799999999998,0.0579351,0.0285444,0.03043734,0.01726658,0.025766300000000002,0.02617835,0.04553692,0.31876020000000005,0.10137819999999999,0.15576629999999997,0.01684269,0.05821442,0.01680995,0.00949703,0.01344612,0.01048832,0.03285193
69,NO_ID,43.78507802,5.076623376000001,1.802430175,0.9378856520000001,0.01061615,0.009637594000000001,0.009502695,0.01663585,0.01629427,0.01083968,0.01315339,0.01486361,0.01485267,0.01487677,0.01463774,0.0144088,0.01415416,0.01741515,0.01786805,0.01470272,0.01457964,0.01423584,0.0172345,0.01779596,0.03817936,0.01449776,0.01464594,0.0136626,0.01130586,0.01440965,0.02994934,0.05191206,0.03281104,0.01862961,0.01836642,0.02520329,0.03703128,0.01219644,0.0401743,0.05371028,0.06830684,0.01804926,0.03031867,0.04195758,0.01755416,0.017101400000000003,0.02962857,0.01460163,0.03420969,0.0279529,0.03992758,0.03204518,0.005692020999999999,0.01459861,0.01071517,0.02670846,0.0470832,0.2106161,0.01377303,0.03193549,0.05725349,0.02574991,0.02707078,0.02918932,0.02791937,0.03716535,0.03930179,0.03784857,0.02664185,0.03970002,0.02917103,0.1383942,0.1974616,0.1431779,0.1738953,0.1003981,0.0518309,0.04911488,0.04258268,0.03977799,0.13857560000000002,0.01221778,0.01502771,0.25723470000000004,0.3191662,0.2754308,0.02911665,0.03543716,0.03404695,0.02819858,0.13659200000000002,0.1622224,0.0216628,0.02101771,0.05793296,0.05244951,0.04078197,0.022689700000000004,0.03812497,0.02641439,0.01698969,0.059132699999999996,0.01143574,0.0170217,0.01121805,0.056435,0.2564502,0.07613373,0.1090587,0.10962899999999999,0.06277727,0.0966764,0.05390506,0.01658743,0.09728205,0.04652582,0.01437606,0.01079735,0.01703544,0.017945,0.01692661,0.01711272,0.007962503000000001,0.01689118,0.03810241,0.01037561,0.1337161,0.02897656,0.03443601,0.01565186,0.0338831,0.03904502,0.0723857,0.34360050000000003,0.1190641,0.1849112,0.01437419,0.1243529,0.01491555,0.008104822,0.01147542,0.008951268,0.03673922
70,NO_ID,5.667836457999999,7.41130028,1.831107219,0.8608381570999999,0.01549827,0.01407008,0.01387368,0.02428749,0.02378864,0.01582479,0.01920199,0.02169977,0.02168412,0.02171884,0.02136952,0.02103527,0.02066434,0.02542493,0.02608526,0.02146469,0.02128421,0.02078252,0.02516096,0.02598025,0.09039599,0.02116601,0.02138129,0.01994648,0.01650544,0.0210364,0.08101737,0.1026675,0.08452135,0.03070398,0.02895124,0.07547999,0.08929706,0.01732001,0.09227085,0.10428589999999999,0.1152999,0.02725347,0.08146937,0.09384942,0.02562695,0.02496693,0.08090588,0.0213174,0.08630171,0.07873994,0.09199349999999999,0.08352599,0.008309619,0.02131323,0.01564307,0.07705474,0.09835612,0.1934415,0.02010745,0.08318507,0.10737809999999999,0.07569411,0.07726087,0.07984919,0.07848324,0.08950271,0.09147609,0.09016575,0.07697412,0.09183361,0.08003663,0.1166124,0.17509260000000001,0.1295412,0.1515725,0.090786,0.04952537,0.04659691,0.04073992,0.03841441,0.1024587,0.01783642,0.02193994,0.2320646,0.2937421,0.2535389,0.01820385,0.03860271,0.03757127,0.02807142,0.1492362,0.1064414,0.06775719,0.05921431,0.10642860000000001,0.1010216,0.09025158,0.07026596,0.08747924,0.07565010000000001,0.02480322,0.08806497,0.01669502,0.02485038,0.01637786,0.0521172,0.22628160000000003,0.04949413,0.1386021,0.08824907,0.054208000000000006,0.05656185,0.0523614,0.02421612,0.08935211,0.09622125,0.02098646,0.01576271,0.02486991,0.02619836,0.02471136,0.02498299,0.01162438,0.02466012,0.02941232,0.01514762,0.14771510000000002,0.03556265,0.03792627,0.02151255,0.08370353,0.08914413,0.04887162,0.32127209999999995,0.10674960000000001,0.16209279999999998,0.02098465,0.14343440000000002,0.02094375,0.01183228,0.01675328,0.01306782,0.04081424
71,NO_ID,22.25908941,9.624525715,0.985943565,0.8854010592,0.02012706,0.01827151,0.0180166,0.03154125,0.0308926,0.020550299999999997,0.02493715,0.02817945,0.02816021,0.02820483,0.02775211,0.02731984,0.02683539,0.03301755,0.03387638,0.02787461,0.02764094,0.02698937,0.03267477,0.03504574,0.1075366,0.02748644,0.02776673,0.02590295,0.02143449,0.02731952,0.0983211,0.1217253,0.1017564,0.04489066,0.03998553,0.09315991,0.1064452,0.02506177,0.1093782,0.1239018,0.1400658,0.03644324,0.09879204,0.1109595,0.03356977,0.03242254,0.09894071,0.02768448,0.1034481,0.09609426,0.1090971,0.100789,0.01079134,0.02773504,0.02032531,0.09447296,0.11740239999999999,0.28706529999999997,0.02611261,0.1005132,0.1274801,0.09313819999999999,0.09467168,0.09719151,0.09585439999999999,0.106642,0.10858730000000001,0.10732349999999999,0.09439594,0.1089519,0.09736284,0.207035,0.2752645,0.2076735,0.26428850000000004,0.184346,0.09135419,0.07990713,0.07908388,0.07163373,0.1732594,0.02316251,0.02849192,0.3596139,0.3556202,0.3744304,0.05565256,0.07755218,0.07403822,0.05472023,0.20587470000000002,0.19834200000000002,0.09306916,0.08485871,0.13384300000000002,0.1267412,0.1149951,0.09559894,0.11211480000000001,0.09786122,0.03221025,0.1555766,0.02168043,0.03227231,0.02169018,0.128531,0.3130481,0.126033,0.1772078,0.1607969,0.09280143,0.1289873,0.08511963,0.03144896,0.1920116,0.11816189999999999,0.0311785,0.02046993,0.03229646,0.03402197,0.03209124,0.03244377,0.01509621,0.03202495,0.06831832,0.01967126,0.2035078,0.06293046,0.07712186,0.0393206,0.10564169999999999,0.1108982,0.12745879999999998,0.3804026,0.1854235,0.26618,0.02991708,0.1925686,0.0373036,0.01536559,0.02175608,0.01697055,0.08569901
72,NO_ID,1.312613952,5.934865819,0.7070393240999999,1.05538732,0.01241081,0.01126714,0.01110983,0.01944858,0.01904911,0.01267227,0.01537696,0.01737602,0.01736397,0.01739229,0.0171122,0.01684466,0.0165465,0.02035963,0.02088889,0.017188,0.0170445,0.0166425,0.02014801,0.02080473,0.02746953,0.01694831,0.01712191,0.01597231,0.013217700000000002,0.01684566,0.0254049,0.0365943,0.02608703,0.021774599999999998,0.02147195,0.02438721,0.02707841,0.01394326,0.02840274,0.03819487,0.05047256,0.02110002,0.02548999,0.02911191,0.02052169,0.01999316,0.02537291,0.01707036,0.02638738,0.02501127,0.02819175,0.02590731,0.006654276999999999,0.01706672,0.01252702,0.02468373,0.03272452,0.252661,0.01610145,0.02586949,0.04120767,0.02446547,0.02471538,0.02521841,0.02496538,0.02723702,0.02799772,0.02751787,0.02466377,0.02814546,0.02522899,0.18160610000000002,0.2714377,0.19558720000000002,0.25870540000000003,0.16893729999999998,0.09390076,0.07401817,0.08443721,0.06864189,0.09228902,0.01428329,0.01756932,0.3294948,0.2929741,0.3670324,0.02430109,0.04797047,0.04549443,0.02714722,0.09195578,0.09967634,0.02507879,0.02457119,0.05226944,0.04665498,0.03586002,0.02527163,0.03313746,0.02514963,0.01986213,0.059724400000000004,0.01336909,0.01989962,0.01312992,0.12151340000000001,0.19882370000000002,0.07491624,0.08209802,0.10603330000000001,0.07204649,0.06959125,0.09047342,0.01939178,0.1852458,0.03777692,0.017087599999999998,0.01262243,0.01991589,0.02097845,0.0197884,0.0200052,0.009308967,0.01974746,0.05160683,0.01212971,0.09052941,0.03618098,0.04954969,0.02151758,0.02648197,0.03083748,0.07919438,0.3192026,0.1376007,0.2237446,0.01694811,0.08723473,0.01979198,0.009475063,0.01341565,0.01046442,0.05991206
73,NO_ID,26.41358324,4.087011321,1.395429908,0.8474318013,0.008546516,0.007758731,0.0076507780000000004,0.01339332,0.01311767,0.008726656,0.01058922,0.01196634,0.01195782,0.01197667,0.0117843,0.01160011,0.01139453,0.01402053,0.01629975,0.01183686,0.01173783,0.01146077,0.01499947,0.01897627,0.10297730000000001,0.01167143,0.01179049,0.01099928,0.009102015,0.01160022,0.09417988,0.1149868,0.09747294,0.03883357,0.0320067,0.08885328,0.1019608,0.01043126,0.1047877,0.11674960000000001,0.1306537,0.02379432,0.09462813,0.1062109,0.01675559,0.01432551,0.09413812,0.01175547,0.09913021,0.09204058,0.104468,0.0965784,0.004582577,0.01175311,0.008626509000000001,0.09046932,0.1109058,0.2343994,0.01108804,0.0962896,0.11979080000000002,0.08924415,0.09072711,0.09314359,0.09184039,0.1022166,0.1040521,0.10286369999999999,0.09041954,0.10440250000000001,0.09328671,0.1647294,0.2297617,0.1698161,0.2131111,0.1314537,0.06478264,0.059378099999999996,0.05658293,0.05143359,0.1386116,0.009836065,0.01209894,0.27901970000000004,0.3281142,0.2950492,0.03162876,0.03536923,0.03413226,0.02706663,0.191434,0.1632751,0.08456185,0.07658787,0.1237684,0.1183356,0.10675050000000001,0.08693276,0.10374589999999999,0.09071999,0.01367776,0.1276194,0.009206042,0.01403042,0.009031118000000001,0.08115085,0.29521759999999997,0.08908522,0.162075,0.11954939999999999,0.0714537,0.09993917,0.06512688,0.01335343,0.1335199,0.1116889,0.01190432,0.008692444,0.01371443,0.02205773,0.01362681,0.01377658,0.006410623000000001,0.01359883,0.05101443,0.008353102,0.188966,0.02856267,0.03495017,0.01663404,0.09832438,0.1038703,0.08803897,0.3572128,0.133165,0.20886329999999997,0.01176088,0.1770733,0.01493622,0.006524731999999999,0.009238653000000001,0.00720615,0.03740979
